PERIODO,id,TITULO_PROYECTO,PRODUCTORA_RAZON_SOCIAL,TIPO_PRODUCCION,FECHA_RODAJE,FECHA_RODAJE,DIRECCION,CALLE,ALTURA,BARRIO,COMUNA,CP,CPA,lon,lat
2018,14234,Morir De Amor,L C Acciã³n Producciones S.A.,Programa Televisivo,25/4/2018,2018-04-25,"CALVO, CARLOS 735","CALVO, CARLOS",735,San Telmo,Comuna 1,1102,C1102AAO,"-58,376,381","-34,619,674"
2018,14369,Morir De Amor,L C Acciã³n Producciones S.A.,Programa Televisivo,29/5/2018,2018-05-29,DON PEDRO DE MENDOZA AV. 1671,DON PEDRO DE MENDOZA AV.,1671,LA BOCA,Comuna 4,1169,C1169AAA,"-58,358,015","-34,638,737"
2018,14371,Morir De Amor,L C Acciã³n Producciones S.A.,Programa Televisivo,29/5/2018,2018-05-29,"CALVO, CARLOS 735","CALVO, CARLOS",735,San Telmo,Comuna 1,1102,C1102AAO,"-58,376,381","-34,619,674"
2018,14378,Morir De Amor,L C Acciã³n Producciones S.A.,Programa Televisivo,30/5/2018,2018-05-30,"CABRERA, JOSE A. 3179","CABRERA, JOSE A.",3179,Recoleta,Comuna 2,1186,C1186AAG,"-58,411,396","-34,596,848"
2013,9091,El Cielo Del Centauro,Sapristi Srl,Largometraje Nacional,15/11/2013,15/11/2013,SAN MARTIN DE TOURS 3001,SAN MARTIN DE TOURS,3001,PALERMO,COMUNA 14,1425,C1425DNE,"-5,840,334,233","-3,457,755,733"
2013,9092,El Cielo Del Centauro,Sapristi Srl,Largometraje Nacional,19/11/2013,19/11/2013,SAN MARTIN DE TOURS 3001,SAN MARTIN DE TOURS,3001,PALERMO,COMUNA 14,1425,C1425DNE,"-5,840,334,233","-3,457,755,733"
2011,9093,Sobre La Distancia,Fundacion Del Cine,Estudiantes,20/2/2011,20/02/2011,SAN NICOLÁS 100,SAN NICOLÁS,100,FLORESTA,COMUNA 10,1407,C1407DBB,"-584,783,473","-3,463,183,144"
2018,14387,Morir De Amor,L C Acciã³n Producciones S.A.,Programa Televisivo,1/6/2018,2018-06-01,HUMBOLDT 1876,HUMBOLDT,1876,PALERMO,Comuna 14,1414,C1414CTT,"-58,433,988","-3,458,358"
2011,9095,Sobre La Distancia,Fundacion Del Cine,Estudiantes,27/2/2011,27/02/2011,SAN NICOLÁS 51,SAN NICOLÁS,51,FLORESTA,COMUNA 10,1407,C1407DBA,"-5,847,801,161","-3,463,235,397"
2012,9096,"Habi, La Extranjera",Lita Stantic Producciones Sa,Largometraje Con I.N.C.A.A.,14/5/2012,14/05/2012,SAN NICOLÁS 674,SAN NICOLÁS,674,FLORESTA,COMUNA 10,1407,C1407DCL,"-5,848,115,961","-3,462,570,378"
2018,14389,Morir De Amor,L C Acciã³n Producciones S.A.,Programa Televisivo,1/6/2018,2018-06-01,HONDURAS 5333,HONDURAS,5333,PALERMO,Comuna 14,1414,C1414BMW,"-58,433,229","-34,586,511"
2018,14408,Morir De Amor,L C Acciã³n Producciones S.A.,Programa Televisivo,5/6/2018,2018-06-05,"GARAY, JUAN DE AV. 1325","GARAY, JUAN DE AV.",1325,Constitucion,Comuna 1,1153,C1153ABL,"-58,384,691","-34,627,022"
2011,9099,Beldent,Ursula Cine Sa,Cine Publicitario,17/3/2011,17/03/2011,SANABRIA 2573,SANABRIA,2573,MONTE CASTRO,COMUNA 10,1417,C1417AZI,"-585,050,433","-3,461,254,988"
2018,14413,Morir De Amor,L C Acciã³n Producciones S.A.,Programa Televisivo,6/6/2018,2018-06-06,"MAGARIÃ‘OS CERVANTES, A. 2839","MAGARIÃ‘OS CERVANTES, A.",2839,Villa Santa Rita,Comuna 11,1416,C1416DZE,"-58,479,097","-34,612,996"
2018,14420,Morir De Amor,L C Acciã³n Producciones S.A.,Programa Televisivo,8/6/2018,2018-06-08,BALCARCE 601,BALCARCE,601,Monserrat,Comuna 1,1064,C1064AAM,"-58,370,721","-34,614,843"
2011,9102,Toyota,Rebolucion S.A.,Cine Publicitario,26/3/2011,26/03/2011,SANABRIA 2576,SANABRIA,2576,MONTE CASTRO,COMUNA 10,1417,C1417AZJ,"-5,850,521,152","-3,461,252,459"
2018,14425,Morir De Amor,L C Acciã³n Producciones S.A.,Programa Televisivo,10/6/2018,2018-06-10,"CALVO, CARLOS 735","CALVO, CARLOS",735,San Telmo,Comuna 1,1102,C1102AAO,"-58,376,381","-34,619,674"
2012,9104,En Mi Vida (todos Contentos),Luis Maria Leoncio Barone,Largometraje Con I.N.C.A.A.,10/2/2012,10/02/2012,SANABRIA 4301,SANABRIA,4301,VILLA DEVOTO,COMUNA 11,1419,C1419BNK,"-5,851,697,926","-3,459,994,361"
2011,9105,Chevrolet Celta,Nunchaku Cine Srl,Cine Publicitario,27/4/2011,27/04/2011,SANABRIA 4413,SANABRIA,4413,VILLA DEVOTO,COMUNA 11,1419,C1419BNM,"-5,851,776,492","-3,459,907,437"
2011,9106,Personal,Ursula Cine Sa,Cine Publicitario,31/3/2011,31/03/2011,SANCHEZ DE BUSTAMANTE 101,SANCHEZ DE BUSTAMANTE,101,BALVANERA,COMUNA 3,1173,C1173ABA,"-5,841,454,909","-3,460,927,711"
2013,9107,Bulmers,Ladoblea S.A.,Cine Publicitario,20/1/2013,20/01/2013,SANCHEZ DE BUSTAMANTE 120,SANCHEZ DE BUSTAMANTE,120,ALMAGRO,COMUNA 5,1173,C1173ABB,"-5,841,465,443","-3,460,907,268"
2012,9108,Madraza,Aeroplano S.A.,Largometraje Nacional,5/12/2012,05/12/2012,SANCHEZ DE BUSTAMANTE 1501,SANCHEZ DE BUSTAMANTE,1501,RECOLETA,COMUNA 2,1425,C1425DUE,"-5,841,155,827","-3,459,308,705"
2015,9109,Mago,Rozca S.A.,Cine Publicitario,6/8/2015,06/08/2015,SANCHEZ DE BUSTAMANTE 2489,SANCHEZ DE BUSTAMANTE,2489,RECOLETA,COMUNA 2,1425,C1425DUW,"-58,402,812","-3,458,457,974"
2012,9110,Activia,Jacaranda Films S.A.,Cine Publicitario,30/3/2012,30/03/2012,SANCHEZ DE BUSTAMANTE 2498,SANCHEZ DE BUSTAMANTE,2498,RECOLETA,COMUNA 2,1425,C1425DUX,"-5,840,293,312","-3,458,455,145"
2013,9111,Brahma Cuadro,Tres Planos Cine S.A.,Cine Publicitario,21/8/2013,21/08/2013,SANCHEZ DE BUSTAMANTE 2498,SANCHEZ DE BUSTAMANTE,2498,RECOLETA,COMUNA 2,1425,C1425DUX,"-5,840,293,312","-3,458,455,145"
2011,9112,H&s,Metropolis Films Sa,Cine Publicitario,27/9/2011,27/09/2011,SANCHEZ DE BUSTAMANTE 2498,SANCHEZ DE BUSTAMANTE,2498,RECOLETA,COMUNA 2,1425,C1425DUX,"-5,840,293,312","-3,458,455,145"
2011,9113,H&s,Metropolis Films Sa,Cine Publicitario,24/9/2011,24/09/2011,SANCHEZ DE BUSTAMANTE 2498,SANCHEZ DE BUSTAMANTE,2498,RECOLETA,COMUNA 2,1425,C1425DUX,"-5,840,293,312","-3,458,455,145"
2011,9114,H&s,Metropolis Films Sa,Cine Publicitario,1/10/2011,01/10/2011,SANCHEZ DE BUSTAMANTE 2498,SANCHEZ DE BUSTAMANTE,2498,RECOLETA,COMUNA 2,1425,C1425DUX,"-5,840,293,312","-3,458,455,145"
2011,9115,H&s,Metropolis Films Sa,Cine Publicitario,4/10/2011,04/10/2011,SANCHEZ DE BUSTAMANTE 2498,SANCHEZ DE BUSTAMANTE,2498,RECOLETA,COMUNA 2,1425,C1425DUX,"-5,840,293,312","-3,458,455,145"
2011,9116,Orange / Delfin / Redes,Fight By Flehner Sa,Cine Publicitario,8/5/2011,08/05/2011,SANCHEZ DE BUSTAMANTE 2498,SANCHEZ DE BUSTAMANTE,2498,RECOLETA,COMUNA 2,1425,C1425DUX,"-5,840,293,312","-3,458,455,145"
2014,9117,Paracaidistas,48m2 S.A.,Cine Publicitario,23/4/2014,23/04/2014,SANCHEZ DE BUSTAMANTE 2498,SANCHEZ DE BUSTAMANTE,2498,RECOLETA,COMUNA 2,1425,C1425DUX,"-5,840,293,312","-3,458,455,145"
2011,9118,Tmn,Mondo Cine Srl,Cine Publicitario,7/1/2011,07/01/2011,SANCHEZ DE BUSTAMANTE 2498,SANCHEZ DE BUSTAMANTE,2498,RECOLETA,COMUNA 2,1425,C1425DUX,"-5,840,293,312","-3,458,455,145"
2012,9119,Sola Contigo,Aguirrefilms Srl,Largometraje Con I.N.C.A.A.,9/12/2012,09/12/2012,SANCHEZ DE BUSTAMANTE 2500,SANCHEZ DE BUSTAMANTE,2500,RECOLETA,COMUNA 2,1425,C1425DUX,"-5,840,293,312","-3,458,455,145"
2013,9120,Desvio,Escuela Nacional De Experimentacion Y Realizacion Cinematografica,Estudiantes,27/3/2013,27/03/2013,SANCHEZ DE BUSTAMANTE 2600,SANCHEZ DE BUSTAMANTE,2600,RECOLETA,COMUNA 2,1425,C1425DUZ,"-5,840,214,023","-3,458,349,791"
2018,14446,Morir De Amor,L C Acciã³n Producciones S.A.,Programa Televisivo,13/6/2018,2018-06-13,GORRITI 5822,GORRITI,5822,PALERMO,Comuna 14,1414,C1414BKJ,"-58,439,644","-34,583,149"
2018,14450,Morir De Amor,L C Acciã³n Producciones S.A.,Programa Televisivo,14/6/2018,2018-06-14,CASEROS AV. 410,CASEROS AV.,410,Barracas,Comuna 4,1152,C1152AAN,"-5,837,176","-346,268"
2015,9123,El Rey Del Once,Bdcine Srl,Largometraje Con I.N.C.A.A.,20/1/2015,20/01/2015,SANCHEZ DE BUSTAMANTE 872,SANCHEZ DE BUSTAMANTE,872,ALMAGRO,COMUNA 5,1173,C1173ABP,"-5,841,388,351","-3,460,037,043"
2015,9124,Desde Adentro,Fundacion Novum,Estudiantes,17/10/2015,17/10/2015,SANCHEZ DE LORIA 1000,SANCHEZ DE LORIA,1000,SAN CRISTÓBAL,COMUNA 3,1220,C1220ADH,"-5,841,239,051","-3,462,178,224"
2015,9125,Souveir,Fundacion Del Cine,Estudiantes,29/3/2015,29/03/2015,SANCHEZ DE LORIA 148,SANCHEZ DE LORIA,148,BALVANERA,COMUNA 3,1173,C1173ACD,"-5,841,370,073","-3,461,199,688"
2013,9126,Tango Underpants,Ojala Entretenimientos Srl,Cortometraje,17/6/2013,17/06/2013,SANCHEZ DE LORIA 1618,SANCHEZ DE LORIA,1618,SAN CRISTÓBAL,COMUNA 3,1241,C1241ACH,"-5,841,177,251","-3,462,951,103"
2012,9127,Mosca Para Tiburones,Enerc,Estudiantes,6/11/2012,06/11/2012,"SANCHEZ DE THOMPSON, MARIQUITA 201","SANCHEZ DE THOMPSON, MARIQUITA",201,PUERTO MADERO,COMUNA 1,,,"-5,836,585,987","-3,459,908,602"
2013,9128,Celofan,Labhouse S.A.,Video Clip,21/9/2013,21/09/2013,"SANCHEZ DE THOMPSON, MARIQUITA 320","SANCHEZ DE THOMPSON, MARIQUITA",320,PUERTO MADERO,COMUNA 1,1106,C1106AGA,"-5,836,473,485","-3,459,901,608"
2015,9129,Hielo,Primo Audiovisual S.R.L.,Cine Publicitario,19/2/2015,19/02/2015,"SANCHEZ DE THOMPSON, MARIQUITA 350","SANCHEZ DE THOMPSON, MARIQUITA",350,PUERTO MADERO,COMUNA 1,1106,C1106AGA,"-5,836,446,297","-3,459,899,915"
2014,9130,Alma,Bedoble Films Srl,Largometraje Con I.N.C.A.A.,22/9/2014,22/09/2014,"SANCHEZ DE THOMPSON, MARIQUITA 400","SANCHEZ DE THOMPSON, MARIQUITA",400,PUERTO MADERO,COMUNA 1,1106,C1106AGA,"-5,836,403,157","-3,459,897,228"
2011,9131,Gallega,Lnd Srl,Cine Publicitario,26/10/2011,26/10/2011,"SANCHEZ DE THOMPSON, MARIQUITA 400","SANCHEZ DE THOMPSON, MARIQUITA",400,PUERTO MADERO,COMUNA 1,1106,C1106AGA,"-5,836,403,157","-3,459,897,228"
2014,9132,Ausa,Rozca S.A.,Cine Publicitario,21/10/2014,21/10/2014,"SANCHEZ, MIGUEL B. AV. 1001","SANCHEZ, MIGUEL B. AV.",1001,NÚÑEZ,COMUNA 13,1429,,"-5,845,544,853","-34,542,492"
2015,9133,Toledo,Labhouse S.A.,Cine Publicitario,11/1/2015,11/01/2015,"SANCHEZ, MIGUEL B. AV. 1313","SANCHEZ, MIGUEL B. AV.",1313,NÚÑEZ,COMUNA 13,,,"-584,575,464","-3,454,355,743"
2013,9134,Spotify,Labhouse S.A.,Cine Publicitario,2/3/2013,02/03/2013,"SANCHEZ, MIGUEL B. AV. 1435","SANCHEZ, MIGUEL B. AV.",1435,NÚÑEZ,COMUNA 13,,,"-584,591,912","-3,454,437,659"
2014,9135,Avocados,Compañía Argentina De Películas Srl,Cine Publicitario,17/12/2014,17/12/2014,"SANCHEZ, MIGUEL B. AV. 1479","SANCHEZ, MIGUEL B. AV.",1479,NÚÑEZ,COMUNA 13,,,"-5,845,955,557","-3,454,454,765"
2018,14458,Morir De Amor,L C Acciã³n Producciones S.A.,Programa Televisivo,17/6/2018,2018-06-17,"CALVO, CARLOS 735","CALVO, CARLOS",735,San Telmo,Comuna 1,1102,C1102AAO,"-58,376,381","-34,619,674"
2018,14464,Morir De Amor,L C Acciã³n Producciones S.A.,Programa Televisivo,20/6/2018,2018-06-20,"CALVO, CARLOS 735","CALVO, CARLOS",735,San Telmo,Comuna 1,1102,C1102AAO,"-58,376,381","-34,619,674"
2013,9138,Terapia Intensiva,Fundacion Del Cine,Estudiantes,21/6/2013,21/06/2013,SANTA CRUZ 215,SANTA CRUZ,215,PARQUE PATRICIOS,COMUNA 4,1282,C1282ADE,"-5,839,350,858","-3,463,606,505"
2014,9139,Mundial Margarita,Subversiva Sa,Cine Publicitario,8/2/2014,08/02/2014,SANTA FE AV. 1101,SANTA FE AV.,1101,RETIRO,COMUNA 1,1059,C1059ABF,"-5,838,297,518","-3,459,539,891"
2018,14473,Morir De Amor,L C Acciã³n Producciones S.A.,Programa Televisivo,24/6/2018,2018-06-24,"GARAY, JUAN DE AV. 1325","GARAY, JUAN DE AV.",1325,Constitucion,Comuna 1,1153,C1153ABL,"-58,384,691","-34,627,022"
2018,14475,Morir De Amor,L C Acciã³n Producciones S.A.,Programa Televisivo,25/6/2018,2018-06-25,"PERON, JUAN DOMINGO, TTE. GENERAL 1155","PERON, JUAN DOMINGO, TTE. GENERAL",1155,San Nicolas,Comuna 1,1038,C1038AAW,"-58,382,895","-34,606,157"
2014,9142,Arrebato,Ojoblindado Srl,Largometraje Con I.N.C.A.A.,19/2/2014,19/02/2014,SANTA FE AV. 1860,SANTA FE AV.,1860,RECOLETA,COMUNA 2,1123,C1123AAN,"-5,839,421,985","-3,459,590,081"
2018,14479,Morir De Amor,L C Acciã³n Producciones S.A.,Programa Televisivo,26/6/2018,2018-06-26,"CALVO, CARLOS 735","CALVO, CARLOS",735,San Telmo,Comuna 1,1102,C1102AAO,"-58,376,381","-34,619,674"
2018,14480,Morir De Amor,L C Acciã³n Producciones S.A.,Programa Televisivo,26/6/2018,2018-06-26,DE MAYO AV. 826,DE MAYO AV.,826,Monserrat,Comuna 1,1084,C1084AAQ,"-58,378,076","-34,608,897"
2013,9145,Tolino,Metropolis Films Sa,Cine Publicitario,15/1/2013,15/01/2013,SANTA FE AV. 1860,SANTA FE AV.,1860,RECOLETA,COMUNA 2,1123,C1123AAN,"-5,839,421,985","-3,459,590,081"
2015,9146,Toyota Alphard,Nunchaku Cine Srl,Cine Publicitario,15/3/2015,15/03/2015,SANTA FE AV. 1860,SANTA FE AV.,1860,RECOLETA,COMUNA 2,1123,C1123AAN,"-5,839,421,985","-3,459,590,081"
2013,9147,Vestido,Ringo Buenos Aires Sa,Cine Publicitario,19/1/2013,19/01/2013,SANTA FE AV. 1899,SANTA FE AV.,1899,RECOLETA,COMUNA 2,1123,C1123AAA,"-5,839,456,952","-3,459,573,271"
2011,9148,No Te Enamores De Mi,Federico Finkielstain,Largometraje Nacional,10/3/2011,10/03/2011,SANTA FE AV. 1970,SANTA FE AV.,1970,RECOLETA,COMUNA 2,1123,C1123AAO,"-5,839,556,875","-3,459,584,762"
2012,9149,Matar Un Perro,Fundacion Del Cine,Estudiantes,28/7/2012,28/07/2012,SANTA FE AV. 2200,SANTA FE AV.,2200,RECOLETA,COMUNA 2,1123,C1123AAQ,"-5,839,836,191","-3,459,549,655"
2014,9150,Manifiesto,23 S.A.,Cine Publicitario,23/10/2014,23/10/2014,SANTA FE AV. 2729,SANTA FE AV.,2729,RECOLETA,COMUNA 2,1425,C1425BGC,"-5,840,536,658","-3,459,304,087"
2014,9151,Manifiesto,23 S.A.,Cine Publicitario,18/10/2014,18/10/2014,SANTA FE AV. 2729,SANTA FE AV.,2729,RECOLETA,COMUNA 2,1425,C1425BGC,"-5,840,536,658","-3,459,304,087"
2014,9152,Coca Cola,Oruga Films S.A.,Cine Publicitario,7/1/2014,07/01/2014,SANTA FE AV. 3201,SANTA FE AV.,3201,PALERMO,COMUNA 14,1425,C1425BGH,"-5,841,043,302","-3,458,871,209"
2014,9153,Una Flor Sin Nombre,Fundacion Del Cine,Estudiantes,21/11/2014,21/11/2014,SANTA FE AV. 3550,SANTA FE AV.,3550,PALERMO,COMUNA 14,1425,C1425BGX,"-5,841,460,021","-3,458,615,249"
2013,9154,Pedro El Miserable,Fundacion Del Cine,Estudiantes,10/8/2013,10/08/2013,SANTA FE AV. 3750,SANTA FE AV.,3750,PALERMO,COMUNA 14,1425,C1425BGZ,"-5,841,666,459","-3,458,478,028"
2014,9155,Una Flor Sin Nombre,Fundacion Del Cine,Estudiantes,21/11/2014,21/11/2014,SANTA FE AV. 3850,SANTA FE AV.,3850,PALERMO,COMUNA 14,1425,C1425BHN,"-5,841,777,914","-3,458,401,922"
2018,14484,Morir De Amor,L C Acciã³n Producciones S.A.,Programa Televisivo,27/6/2018,2018-06-27,"GARAY, JUAN DE AV. 1325","GARAY, JUAN DE AV.",1325,Constitucion,Comuna 1,1153,C1153ABL,"-58,384,691","-34,627,022"
2014,9157,Mujeres Que Inspiran,Primo Audiovisual S.R.L.,Cine Publicitario,21/8/2014,21/08/2014,SANTA FE AV. 3951,SANTA FE AV.,3951,PALERMO,COMUNA 14,1425,C1425BHB,"-5,841,788,399","-3,458,373,108"
2012,9158,Danone - Vidacol,Cru Films S.R.L.,Cine Publicitario,24/1/2012,24/01/2012,SANTA FE AV. 4000,SANTA FE AV.,4000,PALERMO,COMUNA 14,1425,C1425BHO,"-5,842,003,689","-3,458,246,367"
2011,9159,Play,Goodgate Sa,Cine Publicitario,19/12/2011,19/12/2011,SANTA FE AV. 4130,SANTA FE AV.,4130,PALERMO,COMUNA 14,1425,C1425BHQ,"-5,842,127,991","-3,458,164,561"
2011,9160,Faces,Orbit Producciones Sa,Cine Publicitario,27/7/2011,27/07/2011,SANTA FE AV. 4389,SANTA FE AV.,4389,PALERMO,COMUNA 14,1425,C1425BHF,"-5,842,324,131","-3,457,965,148"
2011,9161,Guilia,Pioneras Producciones Sa,Cine Publicitario,24/2/2011,24/02/2011,SANTA FE AV. 4389,SANTA FE AV.,4389,PALERMO,COMUNA 14,1425,C1425BHF,"-5,842,324,131","-3,457,965,148"
2012,9162,Schneider,Landia S.R.L.,Cine Publicitario,26/9/2012,26/09/2012,SANTA FE AV. 4389,SANTA FE AV.,4389,PALERMO,COMUNA 14,1425,C1425BHF,"-5,842,324,131","-3,457,965,148"
2015,9163,Lucia O Un Corto Filme Sobre El Amor,Fundacion Del Cine,Estudiantes,9/9/2015,09/09/2015,SANTA FE AV. 4559,SANTA FE AV.,4559,PALERMO,COMUNA 14,1425,C1425BHH,"-5,842,478,292","-3,457,877,491"
2011,9164,La Venganza Del Espectro,Fundacion Del Cine,Estudiantes,4/7/2011,04/07/2011,SANTA FE AV. 4590,SANTA FE AV.,4590,PALERMO,COMUNA 14,1425,C1425BHU,"-5,842,521,463","-3,457,896,538"
2014,9165,Coca Cola,Oruga Films S.A.,Cine Publicitario,8/1/2014,08/01/2014,SANTA FE AV. 4601,SANTA FE AV.,4601,PALERMO,COMUNA 14,1425,C1425BHI,"-5,842,530,578","-3,457,854,682"
2014,9166,Si Los Gatos Desaparecieran Del Mundo,Cooperativa De Trabajo Procine Productora Cinematografica Argentina Limitada,Largometraje,17/11/2014,17/11/2014,SANTA FE AV. 4601,SANTA FE AV.,4601,PALERMO,COMUNA 14,1425,C1425BHI,"-5,842,530,578","-3,457,854,682"
2011,9167,El Desensor,Fundacion Novum,Estudiantes,16/7/2011,16/07/2011,SANTA FE AV. 5300,SANTA FE AV.,5300,PALERMO,COMUNA 14,1425,C1425BIO,"-5,843,426,105","-3,457,577,826"
2013,9168,El Olvido,Fermin Alvarez Rivera,Cortometraje,14/4/2013,14/04/2013,SANTA FE AV. 5400,SANTA FE AV.,5400,PALERMO,COMUNA 14,1425,C1425BIP,"-5,843,552,888","-3,457,520,649"
2015,9169,Spots Microcentro Horacio Rodriguez Larreta,Underground Producciones S.A.,Cine Publicitario,14/3/2015,14/03/2015,SANTA FE AV. 601,SANTA FE AV.,601,RETIRO,COMUNA 1,1059,C1059ABA,"-5,837,543,801","-3,459,606,557"
2018,14485,Morir De Amor,L C Acciã³n Producciones S.A.,Programa Televisivo,27/6/2018,2018-06-27,DE MAYO AV. 826,DE MAYO AV.,826,Monserrat,Comuna 1,1084,C1084AAQ,"-58,378,076","-34,608,897"
2011,9171,Decathlon,Producciones Svb Sa,Cine Publicitario,21/1/2011,21/01/2011,SANTA FE AV. 606,SANTA FE AV.,606,RETIRO,COMUNA 1,1059,C1059ABN,"-5,837,558,394","-3,459,611,984"
2013,9172,Berocca,Metropolis Films Sa,Cine Publicitario,7/3/2013,07/03/2013,SANTA FE AV. 700,SANTA FE AV.,700,RETIRO,COMUNA 1,1059,C1059ABN,"-5,837,695,997","-3,459,585,743"
2011,9173,Desinchate Con Activia,Juan Pablo Martinez,Cine Publicitario,7/8/2011,07/08/2011,SANTA FE AV. 700,SANTA FE AV.,700,RETIRO,COMUNA 1,1059,C1059ABN,"-5,837,695,997","-3,459,585,743"
2012,9174,Miller,Labhouse S.A.,Cine Publicitario,17/3/2012,17/03/2012,SANTA FE AV. 700,SANTA FE AV.,700,RETIRO,COMUNA 1,1059,C1059ABN,"-5,837,695,997","-3,459,585,743"
2015,9175,Otonio,Mundo Babylonia Srl,Cine Publicitario,15/4/2015,15/04/2015,SANTA FE AV. 700,SANTA FE AV.,700,RETIRO,COMUNA 1,1059,C1059ABN,"-5,837,695,997","-3,459,585,743"
2015,9176,Otonio,Mundo Babylonia Srl,Cine Publicitario,16/4/2015,16/04/2015,SANTA FE AV. 700,SANTA FE AV.,700,RETIRO,COMUNA 1,1059,C1059ABN,"-5,837,695,997","-3,459,585,743"
2014,9177,Antes Era Fácil,Ringo Buenos Aires Sa,Cine Publicitario,13/4/2014,13/04/2014,SANTA FE AV. 701,SANTA FE AV.,701,RETIRO,COMUNA 1,1059,C1059ABB,"-5,837,698,818","-3,459,561,167"
2015,9178,Ing,Nunchaku Cine Srl,Cine Publicitario,8/2/2015,08/02/2015,SANTA FE AV. 701,SANTA FE AV.,701,RETIRO,COMUNA 1,1059,C1059ABB,"-5,837,698,818","-3,459,561,167"
2014,9179,Magistral,Rebolucion S.A.,Cine Publicitario,19/2/2014,19/02/2014,SANTA FE AV. 701,SANTA FE AV.,701,RETIRO,COMUNA 1,1059,C1059ABB,"-5,837,698,818","-3,459,561,167"
2014,9180,Magistral,Rebolucion S.A.,Cine Publicitario,26/2/2014,26/02/2014,SANTA FE AV. 701,SANTA FE AV.,701,RETIRO,COMUNA 1,1059,C1059ABB,"-5,837,698,818","-3,459,561,167"
2013,9181,Proxima Parada 2,Television Integral Srl,Estudiantes,28/9/2013,28/09/2013,SANTA FE AV. 701,SANTA FE AV.,701,RETIRO,COMUNA 1,1059,C1059ABB,"-5,837,698,818","-3,459,561,167"
2011,9182,Sol,Aquafilms Srl,Largometraje Nacional,3/11/2011,03/11/2011,SANTA FE AV. 701,SANTA FE AV.,701,RETIRO,COMUNA 1,1059,C1059ABB,"-5,837,698,818","-3,459,561,167"
2012,9183,Volkswagen,Rebolucion S.A.,Cine Publicitario,10/11/2012,10/11/2012,SANTA FE AV. 701,SANTA FE AV.,701,RETIRO,COMUNA 1,1059,C1059ABB,"-5,837,698,818","-3,459,561,167"
2011,9184,Yogurt Griego,1789 Srl,Cine Publicitario,20/5/2011,20/05/2011,SANTA FE AV. 701,SANTA FE AV.,701,RETIRO,COMUNA 1,1059,C1059ABB,"-5,837,698,818","-3,459,561,167"
2015,9185,Bic,Casta Diva Pictures Sa,Cine Publicitario,3/7/2015,03/07/2015,SANTA FE AV. 702,SANTA FE AV.,702,RETIRO,COMUNA 1,1059,C1059ABO,"-5,837,733,098","-3,459,555,568"
2014,9186,C&a Foto,Compañía Argentina De Películas Srl,Fotografía,15/6/2014,15/06/2014,SANTA FE AV. 702,SANTA FE AV.,702,RETIRO,COMUNA 1,1059,C1059ABO,"-5,837,733,098","-3,459,555,568"
2015,9187,Coco,Lomo Cine S.R.L.,Cine Publicitario,27/7/2015,27/07/2015,SANTA FE AV. 702,SANTA FE AV.,702,RETIRO,COMUNA 1,1059,C1059ABO,"-5,837,733,098","-3,459,555,568"
2014,9188,Goicoechea,Brava Cine Srl,Cine Publicitario,21/3/2014,21/03/2014,SANTA FE AV. 702,SANTA FE AV.,702,RETIRO,COMUNA 1,1059,C1059ABO,"-5,837,733,098","-3,459,555,568"
2015,9189,Peugeot 308 Y 408,Rebolucion S.A.,Cine Publicitario,3/11/2015,03/11/2015,SANTA FE AV. 702,SANTA FE AV.,702,RETIRO,COMUNA 1,1059,C1059ABO,"-5,837,733,098","-3,459,555,568"
2015,9190,Chloe Campai 2016,Goodgate Sa,Fotografía,8/11/2015,08/11/2015,SANTA FE AV. 702,SANTA FE AV.,702,RETIRO,COMUNA 1,1059,C1059ABO,"-5,837,733,098","-3,459,555,568"
2015,9191,Chloe Campai 2016,Goodgate Sa,Fotografía,10/11/2015,10/11/2015,SANTA FE AV. 702,SANTA FE AV.,702,RETIRO,COMUNA 1,1059,C1059ABO,"-5,837,733,098","-3,459,555,568"
2012,9192,A Grande Familia,Orbit Producciones Sa,Cine Publicitario,24/3/2012,24/03/2012,SANTA FE AV. 710,SANTA FE AV.,710,RETIRO,COMUNA 1,1059,C1059ABO,"-5,837,733,098","-3,459,555,568"
2011,9193,Anarchy,Pioneras Producciones Sa,Cine Publicitario,17/4/2011,17/04/2011,SANTA FE AV. 710,SANTA FE AV.,710,RETIRO,COMUNA 1,1059,C1059ABO,"-5,837,733,098","-3,459,555,568"
2012,9194,Drop,Producciones Svb Sa,Cine Publicitario,25/3/2012,25/03/2012,SANTA FE AV. 710,SANTA FE AV.,710,RETIRO,COMUNA 1,1059,C1059ABO,"-5,837,733,098","-3,459,555,568"
2013,9195,Sun,Orbit Producciones Sa,Cine Publicitario,29/1/2013,29/01/2013,SANTA FE AV. 710,SANTA FE AV.,710,RETIRO,COMUNA 1,1059,C1059ABO,"-5,837,733,098","-3,459,555,568"
2013,9196,El Cielo Del Centauro,Sapristi Srl,Largometraje Nacional,29/10/2013,29/10/2013,SANTA FE AV. 712,SANTA FE AV.,712,RETIRO,COMUNA 1,1059,C1059ABO,"-5,837,733,098","-3,459,555,568"
2013,9197,Gm Chevrolet Family Gathering,Fight Films S.A.,Cine Publicitario,23/2/2013,23/02/2013,SANTA FE AV. 730,SANTA FE AV.,730,RETIRO,COMUNA 1,1059,C1059ABO,"-5,837,733,098","-3,459,555,568"
